SSC_CODE_2016,M_15_19_yr_Volunteer,M_15_19_yr_N_a_volunteer,M_15_19_yr_Voluntary_work_ns,M_15_19_yr_Tot,M_20_24_yr_Volunteer,M_20_24_yr_N_a_volunteer,M_20_24_yr_Voluntary_work_ns,M_20_24_yr_Tot,M_25_34_yr_Volunteer,M_25_34_yr_N_a_volunteer,M_25_34_yr_Voluntary_work_ns,M_25_34_yr_Tot,M_35_44_yr_Volunteer,M_35_44_yr_N_a_volunteer,M_35_44_yr_Voluntary_work_ns,M_35_44_yr_Tot,M_45_54_yr_Volunteer,M_45_54_yr_N_a_volunteer,M_45_54_yr_Voluntary_work_ns,M_45_54_yr_Tot,M_55_64_yr_Volunteer,M_55_64_yr_N_a_volunteer,M_55_64_yr_Voluntary_work_ns,M_55_64_yr_Tot,M_65_74_yr_Volunteer,M_65_74_yr_N_a_volunteer,M_65_74_yr_Voluntary_work_ns,M_65_74_yr_Tot,M_75_84_yr_Volunteer,M_75_84_yr_N_a_volunteer,M_75_84_yr_Voluntary_work_ns,M_75_84_yr_Tot,M_85ov_Volunteer,M_85ov_N_a_volunteer,M_85_ov_Voluntary_work_ns,M_85ov_Tot,M_Tot_Volunteer,M_Tot_N_a_volunteer,M_Tot_Voluntary_work_ns,M_Tot_Tot,F_15_19_yr_Volunteer,F_15_19_yr_N_a_volunteer,F_15_19_yr_Voluntary_work_ns,F_15_19_yr_Tot,F_20_24_yr_Volunteer,F_20_24_yr_N_a_volunteer,F_20_24_yr_Voluntary_work_ns,F_20_24_yr_Tot,F_25_34_yr_Volunteer,F_25_34_yr_N_a_volunteer,F_25_34_yr_Voluntary_work_ns,F_25_34_yr_Tot,F_35_44_yr_Volunteer,F_35_44_yr_N_a_volunteer,F_35_44_yr_Voluntary_work_ns,F_35_44_yr_Tot,F_45_54_yr_Volunteer,F_45_54_yr_N_a_volunteer,F_45_54_yr_Voluntary_work_ns,F_45_54_yr_Tot,F_55_64_yr_Volunteer,F_55_64_yr_N_a_volunteer,F_55_64_yr_Voluntary_work_ns,F_55_64_yr_Tot,F_65_74_yr_Volunteer,F_65_74_yr_N_a_volunteer,F_65_74_yr_Voluntary_work_ns,F_65_74_yr_Tot,F_75_84_yr_Volunteer,F_75_84_yr_N_a_volunteer,F_75_84_yr_Voluntary_work_ns,F_75_84_yr_Tot,F_85ov_Volunteer,F_85ov_N_a_volunteer,F_85_ov_Voluntary_work_ns,F_85ov_Tot,F_Tot_Volunteer,F_Tot_N_a_volunteer,F_Tot_Voluntary_work_ns,F_Tot_Tot,P_15_19_yr_Volunteer,P_15_19_yr_N_a_volunteer,P_15_19_yr_Voluntary_work_ns,P_15_19_yr_Tot,P_20_24_yr_Volunteer,P_20_24_yr_N_a_volunteer,P_20_24_yr_Voluntary_work_ns,P_20_24_yr_Tot,P_25_34_yr_Volunteer,P_25_34_yr_N_a_volunteer,P_25_34_yr_Voluntary_work_ns,P_25_34_yr_Tot,P_35_44_yr_Volunteer,P_35_44_yr_N_a_volunteer,P_35_44_yr_Voluntary_work_ns,P_35_44_yr_Tot,P_45_54_yr_Volunteer,P_45_54_yr_N_a_volunteer,P_45_54_yr_Voluntary_work_ns,P_45_54_yr_Tot,P_55_64_yr_Volunteer,P_55_64_yr_N_a_volunteer,P_55_64_yr_Voluntary_work_ns,P_55_64_yr_Tot,P_65_74_yr_Volunteer,P_65_74_yr_N_a_volunteer,P_65_74_yr_Voluntary_work_ns,P_65_74_yr_Tot,P_75_84_yr_Volunteer,P_75_84_yr_N_a_volunteer,P_75_84_yr_Voluntary_work_ns,P_75_84_yr_Tot,P_85ov_Volunteer,P_85ov_N_a_volunteer,P_85_ov_Voluntary_work_ns,P_85ov_Tot,P_Tot_Volunteer,P_Tot_N_a_volunteer,P_Tot_Voluntary_work_ns,P_Tot_Tot
SSC50437,119,371,22,514,75,333,22,425,92,506,43,642,241,768,43,1057,278,729,46,1050,203,701,44,947,185,608,32,820,62,214,14,292,15,75,12,101,1263,4306,276,5844,146,288,26,452,97,242,19,359,114,507,22,641,373,721,23,1120,383,719,31,1132,222,821,51,1097,194,609,30,835,54,230,40,326,14,157,51,218,1590,4288,287,6171,259,661,44,969,171,568,41,784,207,1014,68,1288,612,1491,71,2170,659,1446,76,2177,424,1529,91,2040,379,1213,59,1652,114,447,60,618,26,233,60,316,2858,8593,566,12019
SSC50438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50439,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,5,0,0,0,0,0,0,0,0,5,8,0,11
SSC50440,27,74,17,115,7,56,9,69,37,293,32,356,106,321,40,462,95,215,34,340,52,179,22,254,83,148,23,254,35,69,7,114,8,18,3,25,445,1370,178,1996,41,52,11,100,5,61,7,82,65,295,30,391,166,297,27,492,78,201,20,297,74,173,21,270,121,146,14,285,33,65,4,103,8,21,0,27,594,1312,131,2039,73,129,21,219,13,117,14,146,101,583,61,750,272,619,66,954,169,415,50,633,125,354,37,519,206,296,39,539,66,133,12,218,10,38,6,56,1045,2679,312,4037
SSC50441,0,3,3,8,3,11,0,9,6,8,4,20,0,13,3,11,0,3,0,11,0,6,0,10,0,8,0,9,0,0,0,3,0,0,0,0,9,56,11,79,0,8,0,7,5,7,0,11,3,15,4,19,0,11,3,16,0,7,0,9,0,6,0,6,0,3,0,3,0,0,0,0,0,0,0,3,9,55,10,75,0,8,3,16,3,13,0,24,13,21,5,42,0,27,6,29,3,13,3,14,0,13,0,15,0,10,0,11,0,0,0,3,0,0,0,3,21,107,24,156
SSC50442,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,4,3,0,0,3,0,6,0,9,0,3,0,10,0,0,0,0,0,0,0,0,7,18,3,30,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,3,0,8,3,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,8,8,0,21,0,0,0,0,0,0,0,0,0,0,0,3,7,3,0,10,3,7,3,8,7,10,0,15,5,7,0,10,0,0,0,0,0,0,0,0,18,30,7,52
SSC50443,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,7
SSC50444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,5,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,15
SSC50445,6,10,3,13,0,8,0,11,3,14,0,14,12,16,3,31,16,32,7,58,9,26,4,41,12,20,9,42,4,10,3,15,0,4,0,4,59,137,36,233,0,4,4,10,3,4,0,8,7,16,4,26,15,18,6,35,11,31,10,53,16,26,3,49,12,12,8,25,0,9,3,14,0,3,0,7,70,124,35,217,3,15,7,28,4,16,5,20,14,27,4,42,23,31,5,65,29,58,21,105,30,54,10,91,21,36,13,69,4,17,7,27,0,4,0,7,126,256,65,454
SSC50446,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,3,0,3,0,3,0,9,8,4,0,15,0,0,0,0,0,0,0,0,16,17,8,38,0,0,0,0,0,0,0,0,0,3,3,3,3,0,0,3,0,3,0,3,0,5,0,5,6,4,0,11,4,3,0,3,0,0,0,0,12,20,6,36,0,3,0,3,0,0,0,0,3,3,3,7,3,3,0,5,0,3,0,9,0,9,0,11,11,13,4,30,7,4,0,5,0,0,0,0,21,39,6,71
SSC50447,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,7,6,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,3,0,0,3,0,0,0,0,0,0,0,0,4,4,0,12,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,7,3,3,0,6,0,3,0,6,0,0,0,3,0,0,0,0,7,11,3,26
SSC50448,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,4,0,3,0,5,0,4,0,0,0,0,0,4,0,5,0,0,0,0,9,16,0,23,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,4,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,9,3,0,13,0,0,0,0,0,0,0,5,3,3,0,5,4,4,0,5,4,4,0,6,4,3,0,6,0,3,0,3,0,4,0,3,0,0,0,0,15,22,0,41
SSC50449,0,0,0,0,0,0,0,0,3,0,0,3,4,0,0,7,3,6,3,8,5,4,0,12,0,5,0,9,3,4,0,6,0,0,0,0,16,20,8,44,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,3,8,3,3,13,3,0,0,3,0,3,0,4,0,3,0,3,0,0,0,0,21,16,7,38,0,6,0,6,0,3,0,5,6,3,0,11,3,0,3,7,5,10,4,18,9,4,0,13,4,5,0,12,7,4,0,11,0,0,0,0,34,34,8,78
SSC50450,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,3,3,0,6,0,5,0,0,0,8,0,0,0,0,0,0,0,0,7,7,7,18,0,0,3,3,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3,5,3,0,0,6,0,0,0,4,3,0,0,3,0,0,0,0,11,5,5,29,0,0,3,3,0,0,0,0,0,3,0,3,6,0,0,7,3,0,7,11,3,3,0,8,0,3,3,9,3,0,0,5,0,0,0,0,16,18,9,45
SSC50451,27,57,9,87,11,100,11,116,30,188,17,243,22,167,7,202,37,168,14,219,48,205,20,271,46,168,20,227,25,96,17,138,3,46,7,53,247,1199,116,1565,22,61,6,83,17,76,8,96,54,200,21,280,50,133,9,191,58,180,9,250,54,233,24,313,53,187,22,265,32,141,29,199,5,57,11,76,331,1273,142,1744,51,117,11,177,23,174,12,212,85,396,40,515,69,308,19,396,95,353,19,468,102,433,46,586,97,356,42,492,58,237,43,338,4,105,18,132,580,2471,259,3310
SSC50452,33,103,16,144,32,212,20,265,68,557,59,684,57,322,34,413,51,224,26,298,34,186,15,234,15,112,8,135,11,38,8,58,0,12,0,16,297,1757,193,2239,35,97,13,141,55,191,17,259,81,527,42,648,67,270,27,365,46,227,21,293,34,172,11,217,24,84,19,136,8,48,14,68,0,17,0,19,346,1634,161,2140,63,199,25,283,82,402,41,527,154,1078,99,1335,121,589,67,781,100,449,43,591,61,359,26,445,44,193,28,266,18,88,26,123,3,32,3,30,644,3391,349,4384
SSC50453,4,16,0,24,0,10,5,13,15,36,10,54,20,26,16,58,12,46,6,61,11,52,6,65,11,37,4,50,0,11,8,21,0,5,3,6,76,230,53,354,0,20,0,19,3,8,0,15,13,34,3,48,19,38,9,59,15,41,7,66,11,37,4,49,13,20,5,33,4,4,3,15,4,6,0,12,77,199,42,318,6,31,7,41,6,16,7,28,23,68,10,106,36,60,19,122,28,85,18,128,17,83,15,115,20,55,9,86,6,20,7,29,4,8,3,13,154,430,90,677
SSC50454,0,5,0,5,0,0,0,0,0,3,0,4,0,0,0,0,3,3,0,7,0,3,0,3,0,3,0,3,0,0,0,0,0,0,0,0,4,20,0,21,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,10,0,5,0,5,0,0,0,0,0,5,0,3,4,0,0,4,3,3,0,9,0,7,0,5,0,4,0,4,0,0,0,0,0,0,0,0,7,26,0,34
SSC50455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,7,0,11
SSC50456,49,149,12,211,43,146,7,199,62,242,32,332,111,320,40,470,171,395,43,611,138,354,32,523,93,195,15,306,33,117,29,182,3,38,22,63,702,1952,241,2891,81,130,16,224,64,144,13,217,74,277,25,382,162,318,18,498,235,362,42,631,154,349,33,532,98,220,23,349,47,123,27,205,9,53,43,104,917,1980,242,3138,132,276,25,431,109,288,20,415,131,519,58,717,268,638,60,969,405,751,89,1246,290,701,64,1054,191,416,44,649,86,244,54,385,8,94,66,170,1616,3933,478,6027
SSC50457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC50458,0,0,0,0,0,0,0,3,3,3,3,9,3,0,0,3,0,0,5,7,0,3,0,6,0,0,0,5,0,0,0,0,0,0,0,0,12,12,9,29,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,7,0,0,0,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,11,3,4,17,0,0,0,0,0,0,0,0,6,3,3,11,8,0,3,6,3,0,5,8,3,6,3,13,0,0,0,5,0,0,0,0,0,0,0,0,19,19,17,51
SSC50459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7
SSC50460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,8
SSC50461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,5,0,5,0,5,0,0,0,0,4,6,0,17,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,6,5,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,3,0,10,0,5,4,8,0,5,0,3,0,0,0,0,5,13,4,27
SSC50462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,4,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,11,0,11
SSC50463,19,96,21,140,80,380,85,540,233,1440,325,1990,123,586,119,830,90,431,74,595,89,410,90,585,69,260,52,377,24,108,27,158,3,29,7,40,721,3737,805,5265,31,82,18,136,117,398,96,613,292,1246,279,1824,109,471,95,677,86,330,69,487,105,332,76,514,50,228,42,317,19,80,21,112,3,28,3,39,808,3204,696,4707,51,176,45,278,193,781,176,1155,521,2682,602,3815,233,1061,214,1507,175,761,148,1082,194,738,169,1097,114,491,91,694,37,184,50,277,5,59,11,70,1531,6942,1504,9971
SSC50464,0,0,0,3,0,3,0,6,0,3,0,13,0,11,0,10,10,8,0,22,5,10,3,26,6,3,0,13,0,4,0,8,0,0,0,0,31,45,8,86,3,3,0,8,3,0,0,6,9,8,3,12,8,4,0,16,14,3,0,21,10,12,3,27,4,0,0,3,0,0,0,4,0,0,0,0,45,40,5,91,9,3,0,10,3,6,3,14,13,9,3,25,8,18,0,25,22,19,0,37,11,29,7,47,7,5,0,12,3,3,0,7,0,0,0,0,80,84,14,181
SSC50465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,4,3,0,0,0,3,0,5,0,5,0,0,0,0,0,0,0,0,4,10,4,13
SSC50466,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,3,0,8,6,15,6,30,8,44,0,24,9,31,0,17,9,25,0,5,3,3,8,92,35,136,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,6,0,9,0,10,8,22,3,34,3,25,7,37,0,11,9,21,0,0,0,4,13,83,25,115,0,3,0,3,0,3,0,6,0,8,0,12,0,7,3,12,0,20,4,28,12,48,11,71,5,53,15,69,0,29,15,44,0,5,6,6,21,171,54,249
SSC50467,43,178,31,250,75,350,48,474,160,905,149,1213,141,595,96,829,105,456,76,636,73,340,59,472,38,167,31,227,12,80,15,105,10,29,8,47,654,3094,510,4264,57,143,27,219,112,276,51,440,207,853,142,1207,210,537,56,802,168,399,58,626,90,291,48,429,48,210,34,283,14,98,26,132,3,63,10,78,904,2872,441,4216,99,316,53,474,192,627,98,910,372,1756,297,2421,355,1128,152,1637,266,861,134,1260,166,633,103,903,83,373,57,512,24,175,40,239,10,92,20,125,1559,5968,950,8477
SSC50468,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,9,3,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,11,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,7,4,0,16,3,3,0,4,0,3,0,3,0,3,0,4,0,0,0,0,16,12,0,33
SSC50469,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,3,4,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,3,19,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,3,17,0,0,0,0,0,0,0,0,5,0,0,6,9,3,0,12,4,4,4,13,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,20,7,5,33
SSC50470,0,0,0,3,0,3,0,3,3,0,0,0,5,3,0,7,10,3,0,14,4,4,4,15,3,4,0,12,0,0,0,0,0,4,0,3,27,22,12,57,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,6,3,4,3,14,4,3,0,8,6,3,0,5,0,0,0,0,0,0,0,4,18,17,9,48,0,0,3,4,0,3,0,3,6,4,0,9,13,9,0,15,8,7,3,24,9,9,4,25,10,8,4,20,0,3,0,3,0,3,3,9,49,39,21,107
SSC50471,46,218,19,284,28,216,20,260,59,434,29,527,98,357,46,500,82,411,31,526,74,357,40,474,67,285,36,384,34,174,35,239,8,74,14,94,491,2521,270,3290,53,200,14,273,40,192,22,255,106,407,34,547,137,362,29,529,119,410,25,555,99,372,45,509,89,252,37,372,49,209,53,311,4,113,24,146,704,2517,279,3496,100,418,40,555,70,406,37,514,167,840,66,1071,240,716,74,1028,198,828,62,1088,177,726,80,985,160,537,70,760,84,380,86,552,14,190,39,240,1197,5037,549,6782
SSC50472,11,77,7,100,7,84,8,101,35,197,18,245,45,173,22,236,42,163,5,211,28,177,21,220,21,111,12,143,12,66,6,86,4,15,8,26,200,1057,112,1370,24,63,10,103,18,73,11,94,54,199,19,270,50,172,16,236,41,165,19,223,34,189,16,239,24,114,18,163,8,78,12,101,6,31,11,45,259,1098,118,1469,42,144,15,202,21,155,16,193,84,397,34,514,93,345,37,478,83,331,25,435,60,367,37,457,48,224,33,302,20,142,21,191,9,50,11,67,458,2154,225,2838
SSC50473,28,103,3,132,27,105,9,137,41,211,19,269,52,206,16,269,64,215,15,290,60,254,17,331,34,163,13,209,16,66,3,80,3,24,0,27,314,1351,92,1751,39,91,10,144,32,93,0,125,55,216,9,277,91,202,8,300,94,227,12,332,46,302,15,364,26,158,7,196,23,86,13,120,0,54,7,59,403,1426,81,1909,69,195,9,276,56,196,10,259,96,427,27,551,140,409,22,569,156,438,25,625,107,559,37,698,61,318,26,406,36,150,20,197,3,78,4,88,719,2773,174,3661
SSC50474,0,0,0,0,0,0,0,0,0,3,0,9,0,3,0,0,4,0,0,3,3,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,8,13,3,19,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,12,0,0,0,0,0,0,0,0,0,7,0,13,3,3,0,3,4,0,0,3,3,7,0,10,3,0,0,3,0,0,0,0,0,0,0,0,15,17,3,34
SSC50475,9,36,0,47,11,70,9,91,26,180,23,233,17,81,17,119,13,57,7,78,3,28,6,33,3,13,0,14,0,3,0,3,0,0,0,0,67,474,73,617,10,28,8,44,11,73,12,97,26,199,19,242,19,83,13,113,13,60,6,74,0,32,3,39,0,17,3,23,0,4,0,4,0,3,0,3,80,505,55,642,16,69,12,92,20,147,23,187,51,377,45,475,31,162,32,230,23,116,14,153,3,65,11,73,4,27,3,34,0,7,0,7,0,3,0,3,147,977,130,1255
SSC50476,0,0,0,0,0,8,0,13,3,4,0,8,0,3,0,3,3,0,0,5,0,11,3,9,0,11,0,14,0,0,0,8,0,0,0,3,5,42,12,56,0,0,0,0,0,4,0,4,0,6,0,7,0,3,0,3,0,5,0,6,3,12,0,11,0,8,0,9,0,0,0,3,0,0,0,0,3,29,5,38,0,0,0,0,0,13,0,12,3,9,3,14,0,8,0,9,3,3,3,6,4,19,3,25,0,17,3,26,0,3,4,4,0,0,0,3,14,75,14,100
SSC50477,0,0,0,3,0,3,0,3,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,13,0,0,0,0,0,3,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,9,3,0,0,3,0,3,0,3,0,0,0,0,3,0,0,3,3,4,0,5,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,12,0,20
SSC50478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,4,0,0,4,4,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,3,8,4,10
SSC50479,0,3,0,3,0,4,0,5,0,4,0,6,0,5,0,3,0,6,0,11,5,9,0,15,0,8,0,9,0,0,0,0,0,0,0,0,10,30,8,50,0,4,0,3,0,0,0,0,3,3,0,9,3,4,3,9,0,3,0,11,10,5,0,12,0,3,0,3,0,0,0,0,0,0,0,0,16,28,10,50,0,5,0,4,0,4,0,4,4,10,0,13,3,10,3,16,5,11,0,17,12,13,0,29,3,10,0,18,0,0,0,0,0,0,0,0,27,58,16,100
SSC50480,3,9,3,16,0,9,0,9,0,11,0,15,9,13,0,27,9,12,0,27,13,33,3,45,6,14,0,19,4,9,0,14,0,0,0,0,39,105,11,160,5,9,0,12,0,4,0,3,5,10,0,12,11,18,0,33,4,21,0,31,14,22,0,42,3,7,0,15,0,0,0,6,0,0,0,0,48,98,6,155,9,15,3,27,0,14,0,11,11,16,0,26,17,34,3,55,15,35,5,56,25,53,9,84,6,25,0,29,10,8,0,17,0,0,0,0,92,200,14,309
SSC50481,142,581,52,776,70,564,43,680,183,1617,134,1933,237,1416,142,1790,188,977,101,1262,67,541,52,659,52,319,40,412,47,161,35,245,9,46,39,93,986,6222,643,7849,154,541,44,741,105,636,59,798,276,1733,133,2143,372,1356,123,1854,226,995,89,1315,82,630,56,769,78,408,55,548,49,218,65,335,5,49,98,146,1345,6562,733,8636,295,1125,93,1515,173,1195,105,1473,459,3349,271,4076,604,2770,270,3643,414,1971,187,2578,149,1171,111,1427,134,731,95,955,91,381,103,577,10,94,133,236,2333,12783,1370,16482
SSC50482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,8,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,7,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,3,4,0,11
SSC50483,13,74,8,91,11,76,9,98,40,227,13,282,36,190,18,242,29,173,11,211,15,119,16,146,16,64,11,91,10,57,16,81,3,34,16,54,169,1013,117,1301,14,65,6,88,20,73,3,90,52,229,17,300,37,191,15,241,28,139,8,176,31,110,15,148,15,66,14,90,17,71,31,117,3,57,27,90,214,997,141,1350,29,136,15,180,29,151,13,189,87,462,36,581,80,380,30,492,56,309,24,392,40,220,32,292,25,137,18,182,34,132,45,203,3,85,46,135,387,2009,256,2652
SSC50484,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,3,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,3,6,0,5,0,6,0,10,0,0,0,3,0,0,0,0,0,0,0,0,3,12,6,25
