SSC_CODE_2016,M_0_4_yrs_Need_for_assistance,M_0_4_No_need_for_assistance,M_0_4_Need_for_assistance_ns,M_0_4_yrs_Tot,M_5_14_Need_for_assistance,M_5_14_No_need_for_assistance,M_5_14_Need_for_assistance_ns,M_5_14_yrs_Tot,M_15_19_Need_for_assistance,M_15_19_No_need_for_assistnce,M_15_19_Need_for_assistnce_ns,M_15_19_yrs_Tot,M_20_24_Need_for_assistance,M_20_24_No_need_for_assistnce,M_20_24_Need_for_assistnce_ns,M_20_24_yrs_Tot,M_25_34_Need_for_assistance,M_25_34_No_need_for_assistnce,M_25_34_Need_for_assistnce_ns,M_25_34_yrs_Tot,M_35_44_Need_for_assistance,M_35_44_No_need_for_assistnce,M_35_44_Need_for_assistnce_ns,M_35_44_yrs_Tot,M_45_54_Need_for_assistance,M_45_54_No_need_for_assistnce,M_45_54_Need_for_assistnce_ns,M_45_54_yrs_Tot,M_55_64_Need_for_assistance,M_55_64_No_need_for_assistnce,M_55_64_Need_for_assistnce_ns,M_55_64_yrs_Tot,M_65_74_Need_for_assistance,M_65_74_No_need_for_assistnce,M_65_74_Need_for_assistnce_ns,M_65_74_yrs_Tot,M_75_84_Need_for_assistance,M_75_84_No_need_for_assistnce,M_75_84_Need_for_assistnce_ns,M_75_84_yrs_Tot,M_85_over_Need_for_assistance,M_85_ov_No_need_for_assistnce,M_85_ov_Need_for_assistnce_ns,M_85_yrs_over_Tot,M_Tot_Need_for_assistance,M_Tot_No_need_for_assistance,M_Tot_Need_for_assistance_ns,M_Tot_Tot,F_0_4_yrs_Need_for_assistance,F_0_4_No_need_for_assistance,F_0_4_Need_for_assistance_ns,F_0_4_yrs_Tot,F_5_14_Need_for_assistance,F_5_14_No_need_for_assistance,F_5_14_Need_for_assistance_ns,F_5_14_yrs_Tot,F_15_19_Need_for_assistance,F_15_19_No_need_for_assistnce,F_15_19_Need_for_assistnce_ns,F_15_19_yrs_Tot,F_20_24_Need_for_assistance,F_20_24_No_need_for_assistnce,F_20_24_Need_for_assistnce_ns,F_20_24_yrs_Tot,F_25_34_Need_for_assistance,F_25_34_No_need_for_assistnce,F_25_34_Need_for_assistnce_ns,F_25_34_yrs_Tot,F_35_44_Need_for_assistance,F_35_44_No_need_for_assistnce,F_35_44_Need_for_assistnce_ns,F_35_44_yrs_Tot,F_45_54_Need_for_assistance,F_45_54_No_need_for_assistnce,F_45_54_Need_for_assistnce_ns,F_45_54_yrs_Tot,F_55_64_Need_for_assistance,F_55_64_No_need_for_assistnce,F_55_64_Need_for_assistnce_ns,F_55_64_yrs_Tot,F_65_74_Need_for_assistance,F_65_74_No_need_for_assistnce,F_65_74_Need_for_assistnce_ns,F_65_74_yrs_Tot,F_75_84_Need_for_assistance,F_75_84_No_need_for_assistnce,F_75_84_Need_for_assistnce_ns,F_75_84_yrs_Tot,F_85_over_Need_for_assistance,F_85_ov_No_need_for_assistnce,F_85_ov_Need_for_assistnce_ns,F_85_yrs_over_Tot,F_Tot_Need_for_assistance,F_Tot_No_need_for_assistance,F_Tot_Need_for_assistance_ns,F_Tot_Tot,P_0_4_yrs_Need_for_assistance,P_0_4_No_need_for_assistance,P_0_4_Need_for_assistance_ns,P_0_4_yrs_Tot,P_5_14_Need_for_assistance,P_5_14_No_need_for_assistance,P_5_14_Need_for_assistance_ns,P_5_14_yrs_Tot,P_15_19_Need_for_assistance,P_15_19_No_need_for_assistnce,P_15_19_Need_for_assistnce_ns,P_15_19_yrs_Tot,P_20_24_Need_for_assistance,P_20_24_No_need_for_assistnce,P_20_24_Need_for_assistnce_ns,P_20_24_yrs_Tot,P_25_34_Need_for_assistance,P_25_34_No_need_for_assistnce,P_25_34_Need_for_assistnce_ns,P_25_34_yrs_Tot,P_35_44_Need_for_assistance,P_35_44_No_need_for_assistnce,P_35_44_Need_for_assistnce_ns,P_35_44_yrs_Tot,P_45_54_Need_for_assistance,P_45_54_No_need_for_assistnce,P_45_54_Need_for_assistnce_ns,P_45_54_yrs_Tot,P_55_64_Need_for_assistance,P_55_64_No_need_for_assistnce,P_55_64_Need_for_assistnce_ns,P_55_64_yrs_Tot,P_65_74_Need_for_assistance,P_65_74_No_need_for_assistnce,P_65_74_Need_for_assistnce_ns,P_65_74_yrs_Tot,P_75_84_Need_for_assistance,P_75_84_No_need_for_assistnce,P_75_84_Need_for_assistnce_ns,P_75_84_yrs_Tot,P_85_over_Need_for_assistance,P_85_ov_No_need_for_assistnce,P_85_ov_Need_for_assistnce_ns,P_85_yrs_over_Tot,P_Tot_Need_for_assistance,P_Tot_No_need_for_assistance,P_Tot_Need_for_assistance_ns,P_Tot_Tot
SSC50292,0,95,3,104,8,252,14,277,5,114,5,118,0,92,3,95,3,172,9,186,4,217,14,234,0,207,8,213,7,176,6,183,7,126,3,132,5,64,3,67,5,7,0,16,41,1525,68,1635,0,78,4,85,3,254,8,261,3,114,3,114,0,89,8,94,0,216,12,223,4,263,7,277,3,233,6,245,5,215,5,227,5,123,3,131,3,56,4,66,10,8,0,15,35,1656,59,1750,4,179,7,185,16,505,20,539,8,225,3,237,0,181,10,193,5,390,22,413,5,483,18,515,4,442,14,461,5,393,15,410,8,251,9,270,10,114,8,129,11,22,0,37,80,3183,126,3387
SSC50293,0,111,4,121,5,555,31,589,0,269,13,276,3,214,3,216,0,145,21,172,3,246,13,262,3,514,35,547,3,413,14,436,5,240,12,257,20,212,15,249,35,74,3,111,73,3000,167,3234,0,113,0,118,3,473,8,489,3,287,8,304,3,190,7,205,0,133,16,149,0,335,17,352,3,558,32,589,7,364,29,400,10,277,15,304,41,256,18,315,57,83,11,160,131,3080,167,3380,0,227,4,237,11,1027,41,1078,3,552,24,579,4,404,10,418,0,284,36,321,3,582,23,610,8,1073,64,1139,9,778,50,835,14,520,32,560,54,474,34,567,93,162,13,266,199,6078,332,6609
SSC50294,0,7,0,7,0,11,0,12,0,5,0,5,0,7,0,7,0,17,7,24,0,15,0,15,0,16,0,17,4,31,8,41,0,17,0,23,3,8,0,16,0,0,0,3,10,145,14,168,0,3,0,4,0,18,0,18,0,4,0,4,0,3,0,3,0,14,0,18,0,15,0,14,0,17,3,24,0,38,0,39,0,17,4,21,0,6,0,7,0,0,0,0,8,128,7,145,0,12,0,8,0,31,0,29,0,10,0,10,0,7,0,7,0,37,9,42,0,30,0,26,3,36,8,41,3,62,8,74,0,37,0,41,4,16,0,26,0,3,0,5,17,270,26,310
SSC50295,0,161,12,173,7,416,28,451,3,269,18,294,3,267,24,292,3,450,59,511,3,346,49,404,5,410,48,458,8,383,51,449,17,363,38,417,21,229,37,280,52,63,8,124,124,3362,364,3850,0,133,13,141,3,398,22,419,0,240,20,263,3,238,24,266,4,461,54,523,3,384,32,421,9,516,43,569,14,449,44,513,19,454,45,519,45,285,50,380,127,122,34,281,245,3675,383,4294,0,293,17,317,11,809,50,874,7,509,36,553,7,506,48,560,12,914,108,1029,11,733,79,819,15,919,86,1027,29,832,100,958,43,813,84,938,63,512,83,665,179,183,38,399,363,7032,747,8148
SSC50296,8,487,40,535,32,811,58,901,14,434,30,475,13,510,41,563,9,1196,92,1299,16,869,72,956,27,722,57,809,29,430,42,499,19,218,20,252,12,68,11,90,3,9,0,13,177,5757,462,6392,5,518,49,566,11,761,46,813,10,422,30,460,5,501,33,538,11,1199,90,1304,16,924,70,1010,27,819,61,902,33,478,35,546,28,255,25,305,19,85,10,110,7,3,3,19,185,5954,434,6574,10,1004,92,1099,39,1568,107,1716,21,849,65,936,24,1010,72,1105,23,2399,177,2600,34,1792,149,1972,54,1544,114,1710,62,910,73,1040,43,471,44,558,34,149,18,199,13,15,3,30,357,11713,893,12967
SSC50297,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,13
SSC50298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,7,0,7
SSC50299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50300,0,262,28,294,19,385,49,458,3,185,20,209,3,300,38,339,14,782,120,918,10,495,67,573,21,413,44,473,24,302,38,371,18,205,19,243,36,128,16,181,19,41,12,70,171,3497,451,4123,0,218,19,244,9,372,34,415,8,182,18,199,0,261,41,301,15,658,86,753,8,496,45,548,24,364,35,419,26,316,39,380,20,236,39,298,74,154,39,263,34,73,13,120,219,3320,409,3946,4,476,50,535,27,763,86,872,11,368,40,411,7,561,74,640,29,1439,202,1669,22,987,114,1117,47,771,77,892,52,623,78,750,41,435,60,539,113,281,51,441,52,109,23,189,393,6818,859,8069
SSC50301,0,3,0,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,4,0,5,0,3,0,3,0,0,0,0,0,0,0,0,0,23,0,21,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,8,0,8,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,21,0,21,0,4,0,4,0,11,0,11,0,3,0,3,0,0,0,0,0,3,0,3,0,5,0,5,0,9,0,9,0,3,0,4,0,5,0,5,0,0,0,0,0,0,0,0,0,41,0,42
SSC50302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50303,0,22,3,28,3,33,0,36,0,29,0,32,0,89,6,89,3,187,14,205,0,88,12,96,3,62,0,68,5,49,0,53,0,13,3,20,0,11,0,7,0,0,0,4,23,581,46,642,0,15,5,21,0,37,4,39,0,42,3,44,0,89,12,94,3,169,13,184,0,59,3,62,3,61,3,66,3,44,0,51,3,20,0,27,0,15,3,12,3,0,0,5,19,552,47,613,0,37,8,49,3,70,9,76,0,73,3,78,0,171,16,185,5,357,33,388,0,147,15,160,6,121,5,138,7,91,0,101,6,38,3,49,0,22,4,22,5,3,0,10,39,1132,87,1260
SSC50304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,3,4,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,8,12,19
SSC50305,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,3,0,0,0,0,0,3,0,5,0,3,0,3,0,0,0,0,0,4,0,4,0,0,0,0,0,24,0,25,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,5,0,5,0,3,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,20,0,20,0,3,0,3,0,0,0,0,0,0,0,0,0,5,0,5,0,5,0,5,0,0,0,0,0,10,0,13,0,6,0,6,0,3,0,3,0,9,0,9,0,0,0,0,0,46,0,47
SSC50306,0,3,0,3,0,3,0,6,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,6,0,5,0,14,0,14,0,4,0,5,0,0,0,0,0,0,0,0,0,33,0,40,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,4,0,7,0,3,0,3,0,7,0,3,0,12,0,11,0,3,0,3,0,0,0,0,0,0,0,0,0,31,7,37,0,8,0,8,0,3,3,5,0,3,0,3,0,0,0,0,0,3,0,9,0,6,0,6,0,9,3,9,0,24,0,30,0,10,0,8,0,4,0,4,0,0,0,0,3,67,11,76
SSC50307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,16,0,3,0,3,0,3,0,3,0,0,3,3,0,3,0,3,0,0,0,4,0,7,0,7,0,3,0,5,0,3,0,3,0,3,0,3,0,0,0,0,0,0,0,0,0,20,4,24
SSC50308,0,35,0,38,0,64,4,74,4,39,9,52,0,48,34,81,3,64,115,179,0,85,110,197,0,68,69,138,0,69,15,90,3,45,16,59,3,15,0,20,0,7,0,4,20,547,371,941,0,33,3,39,5,84,9,94,0,40,0,40,0,40,3,44,0,69,0,77,0,81,7,92,0,88,5,101,5,70,10,83,3,45,0,52,6,11,4,25,0,4,0,3,25,571,42,635,0,74,4,76,8,146,12,166,4,83,9,93,0,87,36,126,7,133,118,252,0,172,114,287,0,160,77,238,8,135,28,169,5,90,15,113,6,31,6,42,0,6,0,8,44,1110,415,1579
SSC50309,3,238,15,253,21,428,32,479,11,213,20,240,7,219,26,256,10,378,50,435,17,345,39,399,24,425,41,493,46,460,55,560,40,371,45,455,25,123,25,178,15,26,17,53,216,3225,367,3812,0,200,14,218,4,433,38,475,4,205,26,238,4,192,20,208,8,410,41,459,16,376,40,422,26,420,48,497,39,457,42,537,29,359,40,425,45,140,27,208,31,32,26,87,206,3221,354,3772,5,438,25,473,28,864,65,958,13,422,47,480,9,410,43,459,20,793,92,900,32,715,77,823,48,846,92,986,80,920,100,1099,73,727,88,883,71,260,53,379,48,57,37,144,422,6440,721,7587
SSC50310,0,0,0,0,0,4,0,4,0,3,0,3,0,3,0,3,0,0,0,0,0,5,0,5,0,6,0,9,0,3,0,5,0,3,0,3,0,0,0,0,0,0,0,0,0,32,4,34,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,7,0,7,0,3,0,3,0,3,0,4,0,3,0,3,0,0,0,0,0,0,0,0,0,18,0,26,0,0,0,0,0,12,0,12,0,3,0,3,0,3,0,3,0,7,0,5,0,12,0,12,0,13,0,9,0,3,3,12,0,3,0,3,0,0,0,0,0,0,0,0,3,53,3,55
SSC50311,0,22,0,22,5,37,0,43,0,22,0,22,0,11,0,14,0,35,3,41,0,48,5,50,0,36,0,36,0,36,0,41,0,29,0,27,3,22,3,26,3,3,0,6,11,305,21,338,0,24,3,21,0,42,0,48,0,11,0,11,0,15,0,16,0,41,6,48,0,41,0,42,0,48,3,48,0,40,0,45,0,33,0,34,3,19,0,21,0,5,0,3,7,313,21,341,0,45,3,44,5,86,0,90,0,38,0,38,0,25,4,27,0,78,5,84,0,87,5,90,3,84,7,92,0,76,7,85,3,61,3,63,5,39,3,51,3,12,0,12,19,614,36,676
SSC50312,0,3,0,3,0,9,0,9,0,15,0,15,0,11,0,11,0,4,0,9,0,8,0,8,0,10,3,13,0,14,0,19,0,16,0,18,0,5,0,5,0,0,0,0,0,92,3,102,0,7,3,6,0,7,0,7,0,9,0,9,0,11,0,11,0,14,0,13,0,7,0,9,0,18,0,18,0,25,0,21,0,13,0,13,3,4,0,5,0,0,0,0,8,110,3,119,0,5,3,8,0,19,0,19,0,19,0,19,0,20,0,20,0,20,3,25,0,22,0,21,0,31,3,35,0,40,0,41,0,27,0,26,3,9,0,11,0,0,0,0,12,200,6,223
SSC50313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,3,0,3,0,3,0,3,0,0,0,0,0,14,3,21,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,15,3,20,0,0,0,0,0,5,3,5,0,3,0,3,0,0,0,0,0,0,0,0,0,4,0,4,0,3,0,3,0,3,0,8,0,5,0,8,0,3,0,3,0,0,0,0,0,30,3,40
SSC50314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,16,0,3,0,3,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,19,0,3,0,3,0,11,0,11,0,0,0,0,0,0,0,0,0,4,0,4,0,8,0,9,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,26,0,30
SSC50315,0,335,25,366,15,471,31,514,6,292,15,314,8,548,46,606,3,1316,107,1430,13,872,81,962,8,660,64,731,17,644,48,711,26,463,39,527,34,202,28,267,47,79,27,150,177,5882,516,6574,4,301,20,319,3,527,23,554,5,384,33,420,3,652,54,705,6,1346,112,1465,6,867,70,943,21,777,58,857,26,826,69,921,29,527,39,597,74,316,48,441,156,120,55,325,334,6647,577,7563,3,631,46,683,22,998,56,1077,12,679,44,737,8,1198,104,1310,9,2663,214,2892,19,1740,143,1910,30,1438,120,1592,45,1464,121,1635,55,990,81,1126,105,522,81,704,200,204,78,474,517,12535,1088,14138
SSC50316,0,8,4,7,0,24,6,28,0,9,0,9,0,3,0,3,0,14,5,16,0,16,5,17,0,15,10,22,0,12,0,12,0,15,4,22,0,3,3,5,0,0,0,0,0,116,29,145,0,3,0,8,0,28,3,32,0,3,0,3,0,7,0,5,0,15,3,19,0,15,3,19,0,9,0,10,0,15,0,13,0,11,5,16,0,3,0,3,0,0,0,0,0,107,21,129,0,9,3,12,0,50,11,62,0,10,0,10,0,6,0,9,0,27,6,30,0,33,7,41,0,32,6,39,0,22,0,25,0,29,6,32,0,10,3,11,0,0,0,0,4,227,41,278
SSC50317,0,67,8,71,7,212,8,217,3,142,3,147,0,130,4,139,0,140,7,147,0,180,10,194,3,299,13,313,3,268,14,291,6,160,8,175,3,65,0,65,5,15,3,24,34,1673,79,1786,0,49,0,49,5,231,7,244,0,155,4,160,0,126,5,130,3,127,8,133,0,210,6,219,6,323,8,334,8,284,14,307,9,166,9,180,5,65,0,73,11,10,0,22,56,1744,60,1854,0,123,8,124,11,440,11,459,5,302,11,314,0,257,11,265,3,264,9,280,4,392,18,414,13,619,17,648,8,558,32,598,12,324,15,361,10,123,3,139,22,19,3,45,85,3418,137,3641
SSC50318,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,14,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,12,0,3,0,3,0,3,0,3,0,3,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,3,26
SSC50319,3,95,15,112,13,190,15,217,12,101,5,121,3,96,11,109,5,139,19,161,13,156,15,181,19,182,21,220,23,189,19,232,29,203,24,252,20,134,13,169,9,35,14,58,152,1512,165,1825,0,93,11,103,7,213,21,241,3,102,10,116,4,97,5,105,7,162,14,182,14,188,20,213,20,223,31,280,43,237,25,304,33,234,22,287,32,138,22,195,21,47,8,73,180,1736,191,2103,3,182,25,215,16,403,34,454,16,204,15,236,12,187,16,215,16,301,31,346,23,340,35,397,42,410,51,498,71,426,42,536,55,439,43,537,52,271,39,362,25,84,15,130,330,3247,357,3932
SSC50320,0,98,8,105,8,248,4,255,3,156,4,161,3,131,4,134,4,178,11,192,0,242,19,265,7,343,15,365,10,287,20,316,27,231,21,283,24,114,8,145,5,24,4,36,86,2052,130,2263,0,104,3,113,7,246,11,259,0,170,8,181,0,120,11,129,0,215,8,226,10,257,6,271,3,370,22,395,11,323,12,345,10,221,16,248,24,107,12,136,12,14,3,29,73,2144,116,2334,0,207,8,216,19,490,15,522,3,322,16,339,3,252,15,263,4,390,24,420,8,503,26,535,8,716,39,763,20,608,39,663,39,452,42,529,44,214,23,285,15,39,9,61,164,4190,246,4597
SSC50321,0,12,0,12,0,32,3,35,0,14,4,17,0,9,0,14,0,12,0,14,0,32,4,40,3,38,0,46,0,35,3,45,4,29,0,31,3,6,0,7,3,0,0,3,16,217,25,262,0,3,0,3,0,37,0,43,0,16,0,16,0,10,0,8,0,15,0,19,0,27,3,31,0,51,9,58,0,28,0,30,5,21,0,29,0,5,3,13,0,3,0,3,11,218,18,247,0,16,0,16,0,76,5,75,0,27,4,31,0,16,0,23,3,30,0,37,0,55,9,68,5,86,9,101,4,67,8,73,6,50,3,57,4,15,3,18,4,3,0,6,26,439,40,502
SSC50322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6
SSC50323,3,148,16,159,9,227,18,261,3,115,14,133,3,137,17,161,9,422,37,469,9,380,33,421,12,309,32,354,23,196,21,237,24,170,33,223,17,98,19,134,5,17,3,22,125,2205,253,2579,0,163,17,185,9,249,25,282,6,107,3,117,6,146,10,169,3,446,37,494,7,355,40,401,11,287,23,321,26,233,22,274,30,221,29,276,38,117,17,168,39,30,0,67,170,2354,222,2749,0,312,31,349,17,479,46,542,10,217,22,247,8,285,34,322,15,866,81,963,11,735,75,820,20,597,58,676,41,429,42,517,58,383,54,504,52,209,35,295,46,41,0,90,291,4555,477,5323
SSC50324,0,41,0,42,0,106,0,108,0,69,0,74,0,57,10,64,4,70,7,75,3,88,3,96,0,135,9,151,0,99,9,108,0,51,3,50,4,22,5,29,7,9,3,22,27,753,43,820,0,40,0,40,0,122,3,125,3,54,0,63,0,55,3,62,3,74,9,81,7,113,3,129,5,134,5,144,0,99,8,108,0,46,3,53,6,23,0,33,3,14,0,17,32,778,33,838,0,80,3,83,0,232,3,235,4,125,3,135,3,113,10,125,3,142,11,165,12,203,3,222,6,271,11,290,0,197,17,214,3,96,7,107,8,51,8,64,13,19,3,36,59,1532,77,1660
SSC50325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,9,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,3,3,4,0,0,0,0,0,0,0,0,0,13,3,10
SSC50326,0,32,4,33,3,40,6,50,0,28,7,29,0,21,4,26,0,40,9,50,0,36,7,48,0,67,9,76,3,67,7,80,5,42,7,57,0,15,4,22,0,3,0,3,14,394,59,468,0,15,4,20,0,53,6,65,0,22,4,28,0,17,3,18,0,34,4,40,0,47,8,62,3,57,6,67,9,56,8,72,4,27,6,32,3,11,0,12,0,0,0,0,17,338,55,406,0,50,10,56,3,97,10,112,0,48,7,57,0,34,9,45,3,78,12,91,3,88,18,105,7,120,18,140,8,116,22,151,6,75,13,90,3,25,7,30,0,3,0,3,31,730,113,878
SSC50327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
SSC50328,9,180,14,200,15,366,29,408,12,189,10,207,11,217,24,244,8,411,30,444,8,312,27,353,13,398,41,457,32,361,34,430,55,238,37,323,48,97,18,160,31,35,8,78,232,2792,268,3293,0,191,8,199,4,352,34,388,7,214,11,231,5,212,24,245,14,374,39,429,13,341,28,375,22,423,35,480,43,384,31,464,39,259,23,314,48,131,18,198,66,39,13,120,268,2910,268,3443,9,368,21,399,23,720,62,802,17,402,24,444,16,425,43,488,20,783,71,869,18,651,58,728,41,820,77,936,73,744,68,892,89,490,55,640,91,226,40,357,101,72,19,189,500,5704,537,6739
SSC50329,0,15,0,13,0,27,0,27,0,15,3,14,0,10,0,9,0,23,0,23,0,16,3,19,0,37,0,41,3,23,0,31,0,16,0,18,0,8,0,8,0,4,0,4,6,186,18,214,0,5,3,9,0,19,3,25,0,22,0,19,0,10,0,10,0,18,0,20,0,18,0,21,0,36,3,37,0,12,0,13,0,15,0,14,0,3,0,4,0,0,0,0,3,158,12,179,0,21,6,20,0,48,0,51,3,34,0,39,0,20,0,25,0,37,3,41,0,32,3,35,0,73,6,78,3,38,0,43,3,29,3,29,0,11,3,13,0,4,0,4,13,347,27,386
SSC50330,0,9,0,9,0,12,5,12,0,4,0,4,0,3,0,4,0,10,0,14,0,8,0,9,0,6,0,9,0,7,0,7,0,3,0,6,0,0,0,0,0,0,0,0,0,56,8,69,0,5,0,4,0,17,5,15,0,0,0,0,0,5,0,3,0,9,0,9,0,6,3,10,0,8,0,10,0,8,0,10,0,7,0,4,0,0,0,0,0,0,0,0,0,54,15,68,0,11,0,9,0,21,7,32,0,4,3,5,0,6,3,4,0,16,0,22,0,17,4,25,0,15,3,18,0,17,3,20,0,10,3,7,0,0,0,0,0,0,0,0,0,116,23,140
