SSC_CODE_2016,P_OthServ_0,P_OthServ_1_15,P_OthServ_16_24,P_OthServ_25_34,P_OthServ_35_39,P_OthServ_40,P_OthServ_41_48,P_OthServ_49over,P_OthServ_hours_NS,P_OthServ_Tot,P_ID_NS_0,P_ID_NS_1_15,P_ID_NS_16_24,P_ID_NS_25_34,P_ID_NS_35_39,P_ID_NS_40,P_ID_NS_41_48,P_ID_NS_49over,P_ID_NS_hours_NS,P_ID_NS_Tot,P_Tot_0,P_Tot_1_15,P_Tot_16_24,P_Tot_25_34,P_Tot_35_39,P_Tot_40,P_Tot_41_48,P_Tot_49over,P_Tot_hours_NS,P_Tot_Tot
SSC50207,3,19,10,16,29,12,12,26,0,126,10,14,8,13,21,35,10,24,18,158,111,256,248,270,383,456,223,480,41,2467
SSC50208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,4,8,0,22
SSC50210,0,4,3,7,6,13,4,11,0,54,0,8,8,3,11,15,3,7,10,63,57,228,157,217,293,317,198,332,23,1809
SSC50211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,9
SSC50212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,20
SSC50213,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,3,0,0,4,3,11,0,30
SSC50214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,4,9,0,23
SSC50215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,11
SSC50216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50217,0,3,5,0,3,0,3,0,0,17,0,4,0,0,3,0,3,3,3,15,13,49,38,41,47,56,53,63,3,359
SSC50218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3
SSC50219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,4,0,19
SSC50220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC50221,0,11,12,11,7,16,5,6,0,66,0,6,9,12,3,16,6,13,11,71,56,233,212,214,262,386,207,314,23,1905
SSC50222,0,0,0,0,0,3,0,0,0,5,0,0,0,0,4,0,0,3,0,4,7,26,25,18,22,25,7,15,3,134
SSC50223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,0,4,4,7,4,20,0,44
SSC50224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,3,3,0,9
SSC50225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50226,3,3,6,3,8,3,0,0,0,37,3,4,3,9,12,10,4,8,16,60,41,121,126,132,251,249,139,233,22,1314
SSC50227,0,0,5,6,3,0,0,4,0,23,0,4,0,4,8,5,0,3,11,28,30,106,94,88,95,114,54,103,21,703
SSC50228,17,40,23,28,61,51,29,22,0,277,11,12,13,16,39,41,23,28,44,236,265,644,540,657,1208,1102,558,837,93,5899
SSC50229,12,41,32,34,83,71,46,57,0,368,17,28,15,24,54,73,26,69,53,355,280,678,606,770,1457,1337,773,1257,119,7273
SSC50230,4,9,11,13,22,19,10,23,0,111,3,15,4,7,17,15,4,24,34,130,135,215,194,302,560,479,259,476,60,2683
SSC50231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,3,5,18,0,38
SSC50232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6
SSC50233,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,4,0,0,8,3,10,15,8,3,26,9,27,0,91
SSC50234,0,0,3,0,3,8,0,0,0,18,0,0,4,3,12,7,0,4,12,39,23,59,61,70,143,105,57,75,14,607
SSC50235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,9,0,18
SSC50236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,11
SSC50237,0,10,4,0,13,3,0,3,0,30,0,0,0,0,0,0,0,0,5,13,6,14,11,6,31,16,8,34,7,138
SSC50238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,11,0,17
SSC50239,4,9,7,11,25,12,9,10,0,95,3,10,8,9,32,23,6,12,23,123,75,204,151,217,440,296,186,214,40,1825
SSC50240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,11
SSC50241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC50242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,3,0,4,6,8,0,33
SSC50243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,12
SSC50244,10,87,69,64,137,133,62,97,9,668,23,75,75,70,131,164,52,91,96,772,518,2023,1631,1741,3215,3307,1394,2131,268,16228
SSC50245,5,17,19,19,32,28,8,11,0,142,9,23,20,7,23,21,6,11,38,150,100,293,413,300,637,509,186,265,74,2774
SSC50246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50247,0,0,0,0,0,5,0,0,0,5,0,3,0,0,0,3,0,0,0,7,21,21,21,25,34,36,26,43,4,222
SSC50248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC50249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC50250,0,13,0,5,10,10,5,5,0,49,0,4,6,5,7,3,3,9,15,43,53,138,104,118,151,160,90,202,26,1045
SSC50251,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,9,15,11,8,8,4,24,0,77
SSC50252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,11,0,17
SSC50253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,9
SSC50254,0,3,3,0,0,3,0,0,0,7,0,6,0,0,3,7,0,0,3,19,5,34,28,22,27,34,9,34,10,212
SSC50255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,8
SSC50256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,9,9,10,11,12,15,0,67
SSC50258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,7,0,0,0,7,9,3,45
SSC50259,0,5,7,5,9,7,0,3,0,35,0,3,3,0,8,10,5,4,0,27,8,62,54,64,84,106,62,108,12,562
SSC50260,0,4,3,7,20,12,10,13,7,74,9,14,12,11,18,17,15,15,18,123,96,269,208,273,399,297,222,277,50,2086
SSC50261,3,23,13,3,11,32,16,11,0,103,0,19,7,11,6,30,10,17,10,105,101,507,404,342,421,616,328,513,35,3261
SSC50262,4,18,14,15,32,20,14,11,0,132,9,13,9,10,18,23,9,15,32,138,105,360,339,321,648,610,303,432,65,3177
SSC50263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,5,0,0,0,6,13,0,33
SSC50264,0,0,0,3,5,5,4,3,0,21,0,0,0,0,3,0,0,0,0,11,21,53,29,25,41,66,24,41,14,317
SSC50265,0,0,0,0,0,3,0,3,0,8,0,0,0,0,0,0,3,4,0,11,9,11,14,19,24,37,19,69,0,197
SSC50266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,5,7,9,7,12,13,8,16,6,90
SSC50267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC50268,7,23,22,17,35,33,15,23,0,171,6,12,18,11,19,27,9,18,19,143,140,478,378,463,681,726,334,545,54,3796
SSC50269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,7,9,16,0,30
SSC50270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,3,0,0,17,0,34
SSC50271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,5,3,4,0,4,8,30,0,69
SSC50272,4,13,11,9,17,22,11,8,3,94,6,5,5,4,7,8,11,14,8,75,115,245,142,214,265,302,218,336,26,1856
SSC50273,0,3,3,7,3,3,0,0,0,22,0,0,0,4,3,3,3,0,11,29,18,54,45,54,48,69,35,74,14,405
SSC50274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,22,0,32
SSC50275,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,3,3,16,7,9,10,16,8,28,3,106
SSC50276,3,18,15,15,24,28,7,18,0,131,3,8,7,10,23,36,8,20,17,132,110,243,272,264,628,556,246,439,54,2808
SSC50277,0,0,0,0,3,4,0,0,0,8,3,0,3,0,0,0,0,0,4,8,6,30,21,38,56,43,21,26,9,243
SSC50278,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,3,0,14,21,21,32,18,24,36,22,44,4,213
SSC50279,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,3,5,10,3,6,16,13,14,12,4,82
SSC50280,3,3,3,0,3,4,3,4,0,22,4,4,0,0,4,0,0,6,3,20,22,61,44,60,108,109,50,89,5,549
SSC50281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,0,10
SSC50282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,3,3,0,6,0,21
SSC50283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,14,12,17,3,11,3,19,4,82
SSC50284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,3,6,3,6,11,3,17,4,49
SSC50285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,6,7,3,3,0,8,0,33
SSC50286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,8,0,13,0,34
SSC50287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,0,0,3,10
SSC50288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6
SSC50289,0,3,6,0,5,6,3,8,0,40,5,5,3,0,12,7,4,5,6,49,48,117,96,88,134,166,72,155,13,890
SSC50290,0,0,0,3,4,7,0,3,0,23,0,3,0,0,4,4,3,9,5,34,29,40,42,44,67,79,45,91,5,445
SSC50291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,5,0,13,3,19
SSC50292,0,13,3,3,7,12,10,11,0,63,0,5,7,4,12,13,5,3,13,65,48,259,195,163,232,336,146,262,23,1669
SSC50293,3,20,10,9,7,11,0,5,0,68,3,29,12,12,8,25,7,30,21,149,81,594,336,298,254,476,266,579,44,2921
SSC50294,0,0,0,0,3,0,0,0,0,6,0,0,3,0,0,0,0,0,0,5,9,8,10,12,21,12,13,33,0,130
SSC50295,0,24,14,6,23,5,3,9,0,89,4,31,20,13,16,33,21,18,15,165,92,602,389,362,401,635,336,699,44,3559
SSC50296,8,38,35,30,62,55,27,48,3,291,8,26,23,19,41,67,27,32,61,302,266,752,585,708,1341,1218,581,843,126,6421
SSC50297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,5
SSC50298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50300,3,16,14,16,39,43,12,22,3,171,4,28,19,15,45,54,11,18,32,229,115,374,339,356,782,669,333,468,72,3514
SSC50301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,3,10,0,4,0,27
SSC50302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50303,0,5,0,5,5,4,6,5,0,29,0,4,3,5,3,13,6,6,5,41,21,72,59,64,172,175,83,116,6,758
SSC50304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6
SSC50305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,3,12,0,28
SSC50306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,5,5,3,10,5,0,41
SSC50307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,7,0,13
SSC50308,0,3,3,3,5,5,10,7,0,35,0,0,3,0,3,4,0,7,4,21,30,60,64,63,107,93,65,107,6,601
SSC50309,5,15,16,9,11,14,24,14,0,112,4,10,9,5,12,19,3,18,27,101,132,371,281,299,368,293,503,426,68,2748
SSC50310,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,3,5,0,7,0,9,0,3,28
SSC50311,0,0,0,3,5,5,0,5,0,18,0,3,0,3,6,3,0,0,0,20,16,44,21,39,67,50,28,38,8,304
SSC50312,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,3,3,8,7,9,21,32,13,4,17,3,114
SSC50313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,3,0,15
SSC50314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,8,0,12
SSC50315,6,36,22,36,55,38,27,30,0,246,6,28,17,29,42,61,22,49,38,295,227,845,716,734,1279,1530,797,1165,87,7375
SSC50316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,15,8,11,6,15,13,40,4,104
SSC50317,4,13,0,4,13,20,3,16,0,76,0,6,3,4,10,23,7,15,12,76,71,277,224,231,311,392,171,287,31,1999
SSC50318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,11
SSC50319,3,6,3,5,4,10,11,3,0,41,3,10,7,6,9,9,7,7,17,73,59,160,105,145,195,145,96,193,31,1142
SSC50320,0,11,10,14,15,20,9,15,3,90,6,21,10,5,16,18,6,20,14,114,84,341,241,236,304,427,209,393,34,2265
SSC50321,0,0,0,3,0,3,0,0,0,4,0,0,0,0,3,0,0,4,0,8,10,25,19,28,28,25,19,51,4,205
SSC50322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,6,0,6
SSC50323,0,10,6,13,13,13,12,9,0,88,9,12,4,10,23,19,12,11,17,114,111,297,231,271,462,418,237,284,27,2336
SSC50324,0,7,3,3,3,9,8,6,0,36,0,3,0,0,5,3,4,7,3,23,19,138,114,103,121,142,73,143,3,868
SSC50325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3
SSC50326,0,0,0,0,0,0,7,4,0,13,0,0,0,0,0,3,0,5,0,18,20,24,17,33,37,44,38,117,9,326
SSC50327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC50328,4,14,19,18,21,19,11,10,0,117,3,13,11,12,19,27,11,22,29,145,87,300,300,298,514,432,246,369,51,2600
SSC50329,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,4,0,10,9,33,20,23,30,24,19,33,0,194
SSC50330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,7,3,8,11,6,27,0,73
SSC50331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,4,3,3,3,13,0,42
SSC50332,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,4,3,7,3,0,3,16,5,19,0,57
SSC50333,3,0,0,0,3,0,0,0,0,7,3,0,0,0,0,4,0,0,3,10,11,35,33,20,36,46,20,53,3,256
SSC50334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,3,8,3,11,8,19,13,33,0,93
SSC50335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC50336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5,3,0,3,0,7,0,31
SSC50337,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,4,0,5,8,10,6,23,40,18,13,35,0,151
SSC50338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50339,0,0,3,0,0,4,3,3,0,13,3,0,3,0,0,7,0,0,0,17,19,30,34,37,31,81,46,73,7,348
SSC50340,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,13
SSC50341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50342,3,17,0,11,10,18,5,11,0,67,4,35,10,10,9,26,13,34,25,166,115,564,355,348,346,692,327,832,39,3617
SSC50343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,9,3,23
SSC50344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,12
SSC50345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,7,0,4,0,24
SSC50346,5,8,0,3,0,4,3,8,0,30,4,3,0,3,3,4,0,4,3,28,65,148,122,118,96,108,73,165,9,900
SSC50347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,13
SSC50348,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,4,8,0,24
SSC50349,8,27,22,15,18,25,11,14,0,139,11,5,8,16,20,20,12,15,22,136,136,327,279,321,557,582,309,400,51,2964
SSC50350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,9,0,14,0,35
SSC50351,0,0,0,0,0,0,0,4,0,4,0,3,0,0,0,0,0,0,3,9,13,28,17,18,18,25,28,83,5,232
SSC50352,0,18,3,3,4,3,0,0,0,33,3,11,6,4,5,3,0,4,13,49,85,436,161,86,117,149,72,130,82,1315
SSC50353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,3,21,14,6,14,13,4,23,0,104
SSC50354,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,10,11,9,9,9,10,10,33,0,90
SSC50355,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,3,4,4,8,14,3,13,0,13,0,58
SSC50356,0,0,0,0,4,0,0,3,0,10,3,0,0,0,0,0,0,0,4,7,15,26,18,13,35,26,29,47,3,204
SSC50357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,14
SSC50358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5,5,9,5,4,3,22,0,66
SSC50359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,0,13
SSC50360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,14
SSC50362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,59,0,66
SSC50363,0,0,0,0,0,3,0,3,0,8,0,3,0,0,0,0,0,5,4,16,16,41,26,40,52,66,38,102,4,380
SSC50364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,3,16,0,27
SSC50365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,3,0,8,0,17
SSC50366,7,23,18,21,15,38,10,25,3,155,6,18,17,9,23,31,4,25,34,176,115,534,411,411,680,733,310,481,66,3741
SSC50367,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,3,12,7,8,13,8,9,13,0,80
SSC50368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,14
SSC50369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50370,0,10,0,0,3,3,3,0,0,19,0,4,3,0,4,4,0,3,0,22,16,113,80,80,84,139,71,113,4,708
SSC50371,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,3,0,5,4,5,3,23,8,21,7,26,3,105
SSC50372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,4,0,20
SSC50373,0,10,3,0,3,6,0,14,0,30,3,13,6,9,4,10,5,18,8,79,41,372,190,197,131,347,136,437,19,1860
SSC50374,0,0,0,0,0,0,4,3,0,12,0,3,3,3,0,3,0,7,3,26,13,35,26,43,38,92,54,106,13,419
SSC50375,3,26,13,18,21,23,26,24,4,160,8,19,10,11,24,32,8,29,25,156,153,537,384,481,723,686,473,736,59,4218
SSC50376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,4,10,0,9,8,28,0,71
SSC50377,0,0,0,0,0,0,0,5,0,9,3,0,3,0,3,3,0,15,0,28,36,43,38,45,53,83,120,153,4,577
SSC50378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50379,0,6,10,11,7,15,3,3,0,53,0,0,0,0,0,0,0,0,3,14,3,34,39,54,44,43,9,39,12,273
SSC50380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,11
SSC50381,0,0,0,0,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,3,0,22,17,12,16,28,25,62,5,190
SSC50382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,15
SSC50383,0,28,19,8,25,19,8,25,0,137,3,18,17,11,36,36,8,13,28,169,106,465,317,375,657,728,289,474,45,3458
SSC50384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,3,0,8
SSC50385,0,0,0,0,0,0,0,3,0,11,0,0,0,0,0,0,0,3,3,7,13,30,27,30,35,28,24,52,3,237
SSC50386,0,3,0,0,3,0,0,0,0,13,0,3,0,0,0,0,3,3,0,17,16,48,42,45,51,51,40,65,3,357
SSC50387,0,0,3,0,0,0,0,0,0,3,0,3,0,0,3,5,0,0,3,15,9,27,21,24,22,23,26,48,3,195
SSC50388,0,3,4,7,4,7,3,5,0,34,0,3,0,0,8,10,0,3,4,26,14,76,54,60,115,113,56,93,7,590
SSC50389,0,11,10,3,9,16,7,5,0,55,3,13,6,8,12,7,0,17,12,69,47,261,193,181,257,298,162,302,23,1727
SSC50390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,3,0,0,16
SSC50391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6
SSC50392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,4,0,8,0,6,0,26
SSC50393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,16
SSC50394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,11
SSC50395,3,17,12,7,13,14,5,8,0,83,0,18,11,3,12,19,3,16,20,100,109,311,253,259,346,284,167,497,46,2278
SSC50396,0,0,3,6,13,16,7,14,3,64,0,7,3,6,9,6,6,8,18,67,56,116,118,165,413,290,152,213,36,1557
SSC50397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8
SSC50398,0,0,0,3,0,0,0,0,0,5,0,3,0,0,4,0,0,3,0,9,9,21,9,24,25,27,18,28,0,154
SSC50399,0,0,0,3,6,6,3,10,0,20,0,3,0,6,4,3,0,5,4,26,20,49,33,65,76,64,38,88,14,456
SSC50400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,4,3,3,0,4,3,31
SSC50401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,10,6,4,3,4,3,12,0,45
SSC50402,0,3,0,0,3,4,0,0,0,14,0,3,0,3,8,3,0,0,3,22,18,31,26,43,52,55,23,63,12,327
SSC50403,3,7,6,0,3,7,0,3,0,32,3,14,4,9,4,6,0,3,5,43,68,195,121,139,118,104,64,145,15,968
SSC50404,0,11,4,10,9,15,4,14,3,63,4,10,4,9,9,5,3,7,19,63,71,72,66,115,267,278,124,287,39,1310
SSC50405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,10,0,15
SSC50406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,3,0,13
SSC50407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,3,0,4,0,16
SSC50408,14,83,53,73,78,74,39,50,4,471,17,68,50,45,70,90,38,65,78,529,397,1521,1230,1204,2012,2011,954,1649,191,11159
SSC50409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6
SSC50410,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,13,8,14,29,17,9,19,0,109
SSC50411,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,3,6,4,3,4,7,28,4,64
SSC50412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
